rank,symbol,company_name,market_cap,stock_price_cad,percent_change,revenue,exchange,source_url,yahoo_symbol,sector,industry,long_name,quote_type,lookup_status
411,ET,Evertz Technologies Limited,1.21B,16.11,0.19%,512.02M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,ET.TO,Technology,Communication Equipment,Evertz Technologies Limited,EQUITY,success
412,CF,Canaccord Genuity Group Inc.,1.21B,12.2,1.50%,1.95B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,CF.TO,Financial Services,Capital Markets,Canaccord Genuity Group Inc.,EQUITY,success
413,CJT,Cargojet Inc.,1.20B,77.81,3.13%,997.50M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,CJT.TO,Industrials,Integrated Freight & Logistics,Cargojet Inc.,EQUITY,success
414,AGTF,AGT Food and Ingredients Inc.,1.16B,17.1,-1.33%,2.96B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,AGTF.TO,Consumer Defensive,Farm Products,AGT Food and Ingredients Inc.,EQUITY,success
415,NEO,Neo Performance Materials Inc.,1.15B,28.2,2.77%,656.48M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,NEO.TO,Basic Materials,Specialty Chemicals,Neo Performance Materials Inc.,EQUITY,success
416,III,Imperial Metals Corporation,1.14B,6.52,1.56%,691.78M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,III.TO,Basic Materials,Copper,Imperial Metals Corporation,EQUITY,success
417,ARA,Aclara Resources Inc.,1.14B,4.64,-1.49%,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,ARA.TO,Basic Materials,Other Industrial Metals & Mining,Aclara Resources Inc.,EQUITY,success
418,BDI,Black Diamond Group Limited,1.13B,16.42,0.37%,484.67M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,BDI.TO,Industrials,Rental & Leasing Services,Black Diamond Group Limited,EQUITY,success
419,PMET,PMET Resources Inc.,1.12B,6.47,5.72%,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,PMET.TO,Basic Materials,Other Industrial Metals & Mining,PMET Resources Inc.,EQUITY,success
420,GGD,GoGold Resources Inc.,1.12B,2.625,1.35%,115.87M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,GGD.TO,Basic Materials,Other Precious Metals & Mining,GoGold Resources Inc.,EQUITY,success
421,OM,Osisko Metals Incorporated,1.12B,1.525,0.33%,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,OM.TO,Basic Materials,Other Industrial Metals & Mining,Osisko Metals Incorporated,EQUITY,success
422,GFR,Greenfire Resources Ltd.,1.11B,8.74,-1.02%,584.40M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,GFR.TO,Energy,Oil & Gas E&P,Greenfire Resources Ltd.,EQUITY,success
423,KEC,Kiwetinohk Energy Corp.,1.11B,24.73,0.12%,586.66M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,KEC.TO,,,Kiwetinohk Energy Corp.,EQUITY,success
424,WELL,WELL Health Technologies Corp.,1.10B,4.31,-,1.40B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,WELL.TO,Healthcare,Medical Care Facilities,WELL Health Technologies Corp.,EQUITY,success
425,RFA,RFA Financial Inc.,1.10B,23.58,-0.92%,199.77M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,RFA.TO,Real Estate,REIT - Diversified,RFA Financial Inc.,EQUITY,success
426,ATX,ATEX Resources Inc.,1.09B,2.9,-4.29%,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,ATX.TO,Basic Materials,Gold,ATEX Resources Inc.,EQUITY,success
427,CAS,Cascades Inc.,1.08B,10.81,1.12%,4.78B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,CAS.TO,Consumer Cyclical,Packaging & Containers,Cascades Inc.,EQUITY,success
428,TLO,Talon Metals Corp.,1.08B,6.73,-2.18%,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,TLO.TO,Basic Materials,Other Industrial Metals & Mining,Talon Metals Corp.,EQUITY,success
429,PSI,Pason Systems Inc.,1.06B,14.99,9.42%,419.27M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,PSI.TO,Energy,Oil & Gas Equipment & Services,Pason Systems Inc.,EQUITY,success
430,SOY,SunOpta Inc.,1.04B,8.91,1.37%,1.12B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,SOY.TO,Consumer Defensive,Beverages - Non-Alcoholic,SunOpta Inc.,EQUITY,success
431,MARI,Marimaca Copper Corp.,1.03B,7.82,1.82%,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,MARI.TO,Basic Materials,Copper,Marimaca Copper Corp.,EQUITY,success
432,TMQ,Trilogy Metals Inc.,1.03B,5.85,-0.51%,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,TMQ.TO,Basic Materials,Other Industrial Metals & Mining,Trilogy Metals Inc.,EQUITY,success
433,AGF.B,AGF Management Limited,1.03B,15.95,0.06%,573.67M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,AGF-B.TO,Financial Services,Asset Management,AGF Management Limited,EQUITY,success
434,CVG,Clairvest Group Inc.,1.02B,75.03,-,129.17M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,CVG.TO,Financial Services,Asset Management,Clairvest Group Inc.,EQUITY,success
435,MKP,MCAN Mortgage Corporation,1.01B,25.16,1.04%,142.77M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,MKP.TO,Financial Services,Mortgage Finance,MCAN Mortgage Corporation,EQUITY,success
436,FEC,Frontera Energy Corporation,1.01B,14.63,-0.20%,1.37B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,FEC.TO,Energy,Oil & Gas E&P,Frontera Energy Corporation,EQUITY,success
437,AD.UN,Alaris Equity Partners Income Trust,1.01B,22.47,0.99%,176.70M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,AD-UN.TO,Financial Services,Asset Management,Alaris Equity Partners Income Trust,EQUITY,success
438,RAY,Stingray Group Inc.,1.01B,14.93,1.01%,429.75M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,RAY.TO,Communication Services,Broadcasting,Stingray Group Inc.,EQUITY,success
439,SGY,Surge Energy Inc.,994.34M,9.93,-1.29%,480.72M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,SGY.TO,Energy,Oil & Gas E&P,Surge Energy Inc.,EQUITY,success
440,TSAT,Telesat Corporation,981.85M,64.59,-2.62%,417.96M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,TSAT.TO,Technology,Communication Equipment,Telesat Corporation,EQUITY,success
441,CTGO,Contango Silver & Gold Inc.,978.00M,31.04,-1.62%,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,CTGO.TO,Basic Materials,Gold,Contango Silver & Gold Inc.,EQUITY,success
442,ARG,Amerigo Resources Ltd.,974.02M,6.06,0.66%,347.99M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,ARG.TO,Basic Materials,Copper,Amerigo Resources Ltd.,EQUITY,success
443,ISO,IsoEnergy Ltd.,962.39M,15.88,2.25%,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,ISO.TO,Energy,Uranium,IsoEnergy Ltd.,EQUITY,success
444,ENGH,Enghouse Systems Limited,961.56M,17.82,0.79%,494.98M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,ENGH.TO,Technology,Software - Application,Enghouse Systems Limited,EQUITY,success
445,TLRY,"Tilray Brands, Inc.",957.46M,7.8,-3.47%,1.17B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,TLRY.TO,Healthcare,Drug Manufacturers - Specialty & Generic,"Tilray Brands, Inc.",EQUITY,success
446,SGR.U,Slate Grocery REIT,957.08M,11.78,-0.59%,307.24M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,SGR-U.TO,Real Estate,REIT - Retail,Slate Grocery REIT,EQUITY,success
447,SGR.UN,Slate Grocery REIT,957.08M,16.23,0.50%,307.24M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,SGR-UN.TO,Real Estate,REIT - Retail,Slate Grocery REIT,EQUITY,success
448,URE,Ur-Energy Inc.,949.62M,2.385,-0.21%,37.30M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,URE.TO,Energy,Uranium,Ur-Energy Inc.,EQUITY,success
449,APM,Andean Precious Metals Corp.,918.74M,6.07,-0.49%,493.37M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,APM.TO,Basic Materials,Silver,Andean Precious Metals Corp.,EQUITY,success
450,MTY,MTY Food Group Inc.,918.45M,40.18,0.85%,1.17B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,MTY.TO,Consumer Cyclical,Restaurants,MTY Food Group Inc.,EQUITY,success
451,DHT.UN,DRI Healthcare Trust,897.33M,16.31,-0.25%,263.00M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,DHT-UN.TO,Healthcare,Drug Manufacturers - Specialty & Generic,DRI Healthcare Trust,EQUITY,success
452,SEC,Senvest Capital Inc.,896.19M,370,-,585.44M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,SEC.TO,Financial Services,Asset Management,Senvest Capital Inc.,EQUITY,success
453,ALC,Algoma Central Corporation,892.49M,22,-,761.06M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,ALC.TO,Industrials,Marine Shipping,Algoma Central Corporation,EQUITY,success
454,TOT,Total Energy Services Inc.,891.73M,24.19,-0.41%,1.06B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,TOT.TO,Energy,Oil & Gas Equipment & Services,Total Energy Services Inc.,EQUITY,success
455,DBM,Doman Building Materials Group Ltd.,879.39M,10.09,0.70%,3.12B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,DBM.TO,Industrials,Industrial Distribution,Doman Building Materials Group Ltd.,EQUITY,success
456,TLG,Troilus Mining Corp.,873.99M,1.64,3.14%,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,TLG.TO,Basic Materials,Other Industrial Metals & Mining,Troilus Mining Corp.,EQUITY,success
457,AW,A & W Food Services of Canada Inc.,873.66M,36.66,0.71%,294.10M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,AW.TO,Consumer Cyclical,Restaurants,A & W Food Services of Canada Inc.,EQUITY,success
458,PRL,Propel Holdings Inc.,862.02M,24.23,10.64%,861.17M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,PRL.TO,Financial Services,Credit Services,Propel Holdings Inc.,EQUITY,success
459,WRN,Western Copper and Gold Corporation,852.88M,3.845,1.72%,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,WRN.TO,Basic Materials,Other Industrial Metals & Mining,Western Copper and Gold Corporation,EQUITY,success
460,ISC,Information Services Corporation,847.13M,45.3,1.15%,257.77M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,ISC.TO,Industrials,Specialty Business Services,Information Services Corporation,EQUITY,success
461,CUP.U,"Caribbean Utilities Company, Ltd.",838.35M,14.5,-,389.39M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,CUP-U.TO,Utilities,Utilities - Regulated Electric,"Caribbean Utilities Company, Ltd.",EQUITY,success
462,RSI,Rogers Sugar Inc.,831.17M,6.53,0.77%,1.28B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,RSI.TO,Consumer Defensive,Confectioners,Rogers Sugar Inc.,EQUITY,success
463,DCBO,Docebo Inc.,829.85M,28.5,-1.21%,332.75M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,DCBO.TO,Technology,Software - Application,Docebo Inc.,EQUITY,success
464,ITH,International Tower Hill Mines Ltd.,816.31M,3.13,0.32%,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,ITH.TO,Basic Materials,Gold,International Tower Hill Mines Ltd.,EQUITY,success
465,ADEN,ADENTRA Inc.,805.82M,33.72,1.47%,3.08B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,ADEN.TO,Industrials,Industrial Distribution,ADENTRA Inc.,EQUITY,success
466,GAU,Galiano Gold Inc.,805.35M,3.13,0.97%,450.33M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,GAU.TO,Basic Materials,Gold,Galiano Gold Inc.,EQUITY,success
467,CGY,Calian Group Ltd.,804.93M,70.72,0.28%,797.06M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,CGY.TO,Industrials,Specialty Business Services,Calian Group Ltd.,EQUITY,success
468,QRC,Queen's Road Capital Investment Ltd.,790.88M,15.5,-,458.78M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,QRC.TO,Financial Services,Asset Management,Queen's Road Capital Investment Ltd.,EQUITY,success
469,VBNK,VersaBank,783.78M,25.36,3.76%,129.24M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,VBNK.TO,Financial Services,Banks - Regional,VersaBank,EQUITY,success
470,BLN,Blackline Safety Corp.,782.15M,8.96,0.11%,151.64M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,BLN.TO,Technology,Software - Application,Blackline Safety Corp.,EQUITY,success
471,MNO,Meridian Mining Plc,770.01M,1.695,0.89%,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,MNO.TO,Basic Materials,Other Industrial Metals & Mining,Meridian Mining Plc,EQUITY,success
472,DRM,Dream Unlimited Corp.,768.67M,18.65,2.08%,462.95M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,DRM.TO,Real Estate,Real Estate - Development,Dream Unlimited Corp.,EQUITY,success
473,URC,Uranium Royalty Corp.,760.22M,5.22,0.58%,54.60M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,URC.TO,Energy,Uranium,Uranium Royalty Corp.,EQUITY,success
474,DXT,Dexterra Group Inc.,742.09M,11.95,0.50%,1.04B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,DXT.TO,Industrials,Specialty Business Services,Dexterra Group Inc.,EQUITY,success
475,GUD,Knight Therapeutics Inc.,741.80M,7.54,-0.13%,450.09M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,GUD.TO,Healthcare,Drug Manufacturers - Specialty & Generic,Knight Therapeutics Inc.,EQUITY,success
476,WJX,Wajax Corporation,740.01M,28.99,-14.58%,2.15B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,WJX.TO,Industrials,Industrial Distribution,Wajax Corporation,EQUITY,success
477,MRE,Martinrea International Inc.,733.04M,10.4,0.58%,4.82B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,MRE.TO,Consumer Cyclical,Auto Parts,Martinrea International Inc.,EQUITY,success
478,DLCG,Dominion Lending Centres Inc.,732.61M,9.57,0.63%,96.27M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,DLCG.TO,Financial Services,Mortgage Finance,Dominion Lending Centres Inc.,EQUITY,success
479,ESI,Ensign Energy Services Inc.,727.07M,3.93,-0.76%,1.64B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,ESI.TO,Energy,Oil & Gas Drilling,Ensign Energy Services Inc.,EQUITY,success
480,LGD,Liberty Gold Corp.,725.21M,1.39,0.72%,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,LGD.TO,Basic Materials,Gold,Liberty Gold Corp.,EQUITY,success
481,DIV,Diversified Royalty Corp.,723.95M,4.34,2.60%,70.79M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,DIV.TO,Industrials,Specialty Business Services,Diversified Royalty Corp.,EQUITY,success
482,BK,Canadian Banc Corp.,717.47M,14.75,0.75%,244.80M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,BK.TO,Financial Services,Asset Management,Canadian Banc Corp.,EQUITY,success
483,CGX,Cineplex Inc.,705.63M,11.25,0.45%,1.28B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,CGX.TO,Communication Services,Entertainment,Cineplex Inc.,EQUITY,success
484,BSX,Belo Sun Mining Corp,688.97M,1.23,-0.81%,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,BSX.TO,Basic Materials,Gold,Belo Sun Mining Corp,EQUITY,success
485,ASTL,Algoma Steel Group Inc.,673.82M,6.61,2.96%,2.09B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,ASTL.TO,Basic Materials,Steel,Algoma Steel Group Inc.,EQUITY,success
486,MI.UN,Minto Apartment Real Estate Investment Trust,639.98M,17.49,0.11%,153.23M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,MI-UN.TO,Real Estate,REIT - Residential,Minto Apartment Real Estate Investment Trust,EQUITY,success
487,ELVA,Electrovaya Inc.,636.54M,13.52,4.97%,93.53M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,ELVA.TO,Industrials,Electrical Equipment & Parts,Electrovaya Inc.,EQUITY,success
488,FVL,Freegold Ventures Limited,635.47M,1.095,-0.45%,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,FVL.TO,Basic Materials,Other Industrial Metals & Mining,Freegold Ventures Limited,EQUITY,success
489,APR.UN,Automotive Properties Real Estate Investment Trust,625.67M,11.53,0.09%,101.84M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,APR-UN.TO,Real Estate,REIT - Specialty,Automotive Properties Real Estate Investment Trust,EQUITY,success
490,ECOR,Ecora Royalties PLC,621.26M,2.53,2.85%,76.65M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,ECOR.TO,Basic Materials,Other Industrial Metals & Mining,Ecora Royalties PLC,EQUITY,success
491,EPRX,Eupraxia Pharmaceuticals Inc.,619.95M,9.97,-1.09%,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,EPRX.TO,Healthcare,Biotechnology,Eupraxia Pharmaceuticals Inc.,EQUITY,success
492,IFP,Interfor Corporation,609.66M,9.41,1.51%,2.81B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,IFP.TO,Basic Materials,Lumber & Wood Production,Interfor Corporation,EQUITY,success
493,FF,First Mining Gold Corp.,608.94M,0.448,1.70%,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,FF.TO,Basic Materials,Gold,First Mining Gold Corp.,EQUITY,success
494,TPX.A,Molson Coors Canada Inc.,605.14M,66,3.94%,2.89B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,TPX-A.TO,Consumer Defensive,Beverages - Brewers,Molson Coors Canada Inc.,EQUITY,success
495,TPX.B,Molson Coors Canada Inc.,605.14M,60.38,-0.20%,2.89B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,TPX-B.TO,Consumer Defensive,Beverages - Brewers,Molson Coors Canada Inc.,EQUITY,success
496,CGO,Cogeco Inc.,599.47M,63.14,-0.25%,2.94B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,CGO.TO,Communication Services,Telecom Services,Cogeco Inc.,EQUITY,success
497,TWC,TWC Enterprises Limited,598.46M,24.78,1.06%,227.60M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,TWC.TO,Consumer Cyclical,Leisure,TWC Enterprises Limited,EQUITY,success
498,FSZ,Fiera Capital Corporation,591.84M,5.67,1.61%,673.00M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,FSZ.TO,Financial Services,Asset Management,Fiera Capital Corporation,EQUITY,success
499,MATR,Mattr Corp.,589.20M,9.62,0.21%,1.27B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,MATR.TO,Energy,Oil & Gas Equipment & Services,Mattr Corp.,EQUITY,success
500,AI,Atrium Mortgage Investment Corporation,580.53M,12.17,0.91%,60.62M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,AI.TO,Financial Services,Mortgage Finance,Atrium Mortgage Investment Corporation,EQUITY,success
501,WEED,Canopy Growth Corporation,578.84M,1.51,-0.66%,278.39M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,WEED.TO,Healthcare,Drug Manufacturers - Specialty & Generic,Canopy Growth Corporation,EQUITY,success
502,CHR,Chorus Aviation Inc.,578.25M,23.62,0.34%,1.32B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,CHR.TO,Industrials,Airports & Air Services,Chorus Aviation Inc.,EQUITY,success
503,MRG.UN,Morguard North American Residential Real Estate Investment Trust,573.03M,16.4,-2.32%,356.61M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,MRG-UN.TO,Real Estate,REIT - Residential,Morguard North American Residential Real Estate Investment Trust,EQUITY,success
504,PHX,PHX Energy Services Corp.,572.61M,12.45,-0.72%,709.60M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,PHX.TO,Energy,Oil & Gas Drilling,PHX Energy Services Corp.,EQUITY,success
505,NXR.UN,Nexus Industrial REIT,572.39M,7.94,-0.38%,172.63M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,NXR-UN.TO,Real Estate,REIT - Industrial,Nexus Industrial REIT,EQUITY,success
506,MRD,Melcor Developments Ltd.,555.69M,18.5,-,410.55M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,MRD.TO,Real Estate,Real Estate - Development,Melcor Developments Ltd.,EQUITY,success
507,HOM.U,BSR Real Estate Investment Trust,553.87M,11.76,-0.76%,197.75M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,HOM-U.TO,Real Estate,REIT - Residential,BSR Real Estate Investment Trust,EQUITY,success
508,HOM.UN,BSR Real Estate Investment Trust,553.87M,16.28,-0.25%,197.75M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,HOM-UN.TO,Real Estate,REIT - Residential,BSR Real Estate Investment Trust,EQUITY,success
509,JAG,Jaguar Mining Inc.,550.38M,6.6,2.33%,185.33M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,JAG.TO,Basic Materials,Gold,Jaguar Mining Inc.,EQUITY,success
510,CFW,Calfrac Well Services Ltd.,548.28M,5.6,2.56%,1.39B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,CFW.TO,Energy,Oil & Gas Equipment & Services,Calfrac Well Services Ltd.,EQUITY,success
